time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022/7/30 7:00,45,19.3,74.2,42.4,5.3,77.3,13.9,2,7.6,3.416,4.8,3.656,3.5,,2.4,4.6,8.6,7.048,4.62,2.7,train
2022/7/30 8:00,54.8,24.6,86.6,53.6,8.9,97,18.9,3.3,9.8,3.916,6.3,4.036,7.6,,3,7.2,10,8.952,3.954,3.2,train
2022/7/30 9:00,68.6,26.3,91.7,58.8,8.1,99.2,20.6,3.1,9.4,4.908,6.3,4.22,9.6,,3,8.1,11,8.376,4.984,3.6,train
2022/7/30 10:00,36.6,22.6,88,51.9,8.4,93.8,18.6,2.8,8.2,3.95,6.3,4.608,10.3,,2.2,8.1,11.5,9,3.894,3.5,train
2022/7/30 11:00,46.7,24.4,88.5,50.7,7.2,90,17.6,2.6,7.7,3.898,6.2,3.944,9.5,,2.3,7.1,12.7,8.688,4.126,3.2,train
2022/7/30 12:00,54.2,24,88.8,45.7,7.4,85,16.3,2.5,7.6,3.118,6.5,3.96,9.6,,3,7.3,11.8,8.232,3.242,3.8,train
2022/7/30 13:00,48.1,19.8,81.2,37.9,4.6,70.4,12.4,2.8,6.2,2.258,3.9,2.952,9.3,,1.9,5.2,9.5,7.56,2.724,3.2,train
2022/7/30 14:00,21.8,14.2,75.5,25,4.1,56.8,8.6,1.7,3.9,1.776,3.4,2.328,8.8,,1.3,4,7.4,5.7,1.806,2.7,train
2022/7/30 15:00,40.8,13.7,73.3,27.5,4,62.5,9.4,1.2,3.6,1.794,3,2.104,8.6,,1.3,3.9,6,6.15,1.766,2.4,train
2022/7/30 16:00,45.1,14.9,73,32.5,3.9,68,9.9,1.1,4.1,1.778,2.8,1.612,9,,1.5,4.4,8.5,6.87,1.924,2.4,train
2022/7/30 17:00,27,18.9,83.4,45.3,4.3,96.5,11.4,1.7,6.7,2.618,4.9,2.204,9.3,,1.8,5.7,8.7,6.97,2.352,3.3,train
2022/7/30 18:00,57.9,22.7,93,55.6,5.8,89.8,14,1.9,7.4,31.288,6.3,2.905,10.3,,2.5,6.6,8.8,7.83,36.069,3.2,train
2022/7/30 19:00,53.3,24.3,99.8,55.6,6.7,94.4,17.6,2.7,6.9,,7.1,3.461,9.9,,3.1,7.6,11.5,8.86,,3.2,train
2022/7/30 20:00,72.3,29.8,106.2,61.6,8.6,111.6,21.3,2.7,9.5,,6.8,61.936,10.1,,3.7,8.5,12.7,11.11,,2.9,train
2022/7/30 21:00,68.6,37,107.8,76.2,10.6,144.4,32.2,3.8,15.4,,9.2,,11.4,,4.1,10.9,17.1,12.815,,5.2,train
2022/7/30 22:00,67.4,43.1,104.8,78.8,11.5,151.3,31.9,5.3,14.4,,14.1,,7.9,,4.7,13.3,19.5,15.845,,5.4,train
2022/7/30 23:00,59.7,32.9,92.7,92.6,8,107.7,26.7,4.9,10.5,,9.6,,6.4,,3.6,10.6,16.4,11.89,,5.6,train
2022/7/31 0:00,38.7,19.8,82.5,42.8,5.1,63.3,13.8,2.4,6.5,,6.2,,5.3,,1.8,7.2,8.4,9.99,,3.1,train
2022/7/31 1:00,27.7,11.4,73.5,26.2,3,35.5,7.7,0.7,2.9,1.522,4,,3.6,,1.1,3.1,5.3,5.025,,1.7,train
2022/7/31 2:00,21.1,8.2,71.3,16.8,1.9,22.8,3.8,0.3,2,1.758,1.5,,3,,0.5,1.9,2.3,3.595,,1.3,train
2022/7/31 3:00,18.3,5.6,65,12.6,1.4,17,2.4,0.1,0.7,,0.8,,2.7,,0.5,1.8,1.8,3.32,0.275,0.8,train
2022/7/31 4:00,17.1,4.7,64.7,12.4,1,14.4,2.1,0.3,1,,0.5,,2.2,,0.5,1.2,1.3,2.29,0.24,0.8,train
2022/7/31 5:00,20.2,5.5,46,13.8,1.1,16.3,2.1,0.3,1.3,0.284,1,,2.4,,0.4,1.6,1.8,2.548,0.733,1.7,train
2022/7/31 6:00,30,11,56.3,24.8,2.8,41.3,5.9,0.9,3.5,23.14,2,,3.3,,0.7,2.5,3.9,4.18,1.29,1.9,train
2022/7/31 7:00,55.8,18.1,73,39.6,5.3,70.4,13.8,2.3,6.7,,4.3,,4.5,,2.3,4.5,6.7,6.284,2.274,3.1,train
2022/7/31 8:00,44.1,25,83.4,50.4,9.1,97,18.8,2.8,9,,6.3,,5.7,,3.6,6.8,10.3,9.646,12.884,2.8,train
2022/7/31 9:00,64,30.4,93.3,62.2,9.7,112.3,21.5,3.9,10.5,,7.4,,10.8,,3.1,7.9,12.6,10.34,,3.7,train
2022/7/31 10:00,54.7,29.2,91.3,62.6,8.2,106,22.5,3.5,10.5,,8.2,,11.2,,2.7,8.3,13,10.02,,3.2,train
2022/7/31 11:00,55,26.5,89.7,58.1,9,106.3,20.1,3.8,9.8,,7.5,,10.8,,3.1,8.5,13.3,9.916,3.864,4.5,train
2022/7/31 12:00,48.6,25.1,85.7,48.9,7.7,94,17.8,3.2,8.3,,7,,10.4,,3.2,7.7,12.5,24.252,9.588,3.9,train
2022/7/31 13:00,42.4,19.7,83.8,44.5,6.5,79.7,14.2,2.7,6.3,3.134,5.5,2.736,9.3,,2.9,6.3,9.4,,,2.7,train
2022/7/31 14:00,35.3,15.5,78.5,29.7,4.7,59.7,9.9,2,5.2,14.43,4.5,2.592,9,,2.1,4.8,7,,,2.1,train
2022/7/31 15:00,32.1,13.6,78.5,29.7,5.2,66.6,9.8,1.4,5.8,,3,2.348,8.9,,1.5,4.8,6.2,6.8,2.446,1.6,train
2022/7/31 16:00,40.2,16.6,80.2,32.6,4.9,74,10.9,1.3,6.1,,4.3,17.7,9.3,,1.4,4.5,8,25.464,2.474,2.2,train
2022/7/31 17:00,47.1,21,81.3,47.3,5.6,85,13.3,2.1,6.4,,5.3,,9.3,,1.9,6.2,7.9,,2.9,2.4,train
2022/7/31 18:00,52.6,25.6,87,63,6.6,94.2,17.2,2.3,8.2,,7.1,,10,,2.7,7,9.8,,14.268,3.2,train
2022/7/31 19:00,55.1,26.6,92.7,63.2,8,102,21,2.5,8.7,6.156,6.2,,10.2,,2.8,8.5,12.7,10.696,,3.9,train
2022/7/31 20:00,65.6,31.3,96.8,67.5,8.6,120.5,27.5,3.2,11.5,22.98,8.2,,11.7,,3.6,9.3,14.8,12.48,,4.5,train
2022/7/31 21:00,92.4,47.1,107.5,78.4,12.5,165.5,37.3,5.2,17.1,,13.6,7.44,12.8,,5.5,12.4,22.9,15.304,8.412,5.4,train
2022/7/31 22:00,68.8,45.9,116.5,81.2,11.6,172.2,38.4,6.8,18,,14.1,21.34,8.7,,5.2,15.9,24.1,42.04,20.087,6.6,train
2022/7/31 23:00,56.6,32.9,102.2,92.5,7.6,117,23.9,4.1,11,7.192,9.8,,7.6,,4,11.2,16.6,,,5.4,train
2022/8/1 0:00,35.8,18.2,87.3,52.5,5.6,59.3,14.4,1.7,5.7,12.791,6.3,,5.2,,2.7,7.4,10.1,,,3.3,train
2022/8/1 1:00,25,8.7,72,22.4,2.8,31,7.3,0.7,2.5,,2.5,2.232,3.2,1.7,1.3,3.3,4.7,4.04,,2.1,train
2022/8/1 2:00,19.7,5.6,67.3,15.5,1.5,19,3.7,0.6,1.2,,1,0.828,2.7,0.5,0.5,2,2.4,3.12,,1.4,train
2022/8/1 3:00,18.1,3.9,64.7,11.9,0.9,13.3,3.3,0.4,1.1,,1.1,0.41,2.5,0.4,0.3,1.5,1.8,2.552,,1.1,train
2022/8/1 4:00,15.6,3.3,66,11,1,14,2.6,0.3,0.7,,0.8,0.24,2.7,0.4,0.1,1.6,1.9,2.414,,1.3,train
2022/8/1 5:00,19.2,4.7,67.5,13.9,1.3,16.7,3.3,0.6,1.3,,1.1,1.124,2.6,0.4,0.5,1.7,2.8,2.768,,1.4,train
2022/8/1 6:00,30.2,12.5,63,32.1,3.8,51.7,10.5,1.6,6,,2.4,2.2,3.7,2,1.3,3,6.3,4.808,,2.8,train
2022/8/1 7:00,50,22.8,91,52.5,7.1,97.8,20.2,2.7,9.1,3.852,6,4.528,8.1,4,2.7,6.7,13,9.104,4.456,3.9,train
2022/8/1 8:00,54,26.6,97.8,59.2,8.4,112.5,19.8,2.7,8.7,4.248,7.2,5.2,8.6,4.3,3.5,7,12.3,9.152,4.806,4,train
2022/8/1 9:00,53.7,25.1,94.7,51.8,6.5,99.7,16,2.4,7.4,3.978,6.1,3.892,6.7,3.2,2.5,6.7,9.5,8.184,3.148,3.9,train
2022/8/1 10:00,49.1,21.5,88,45.2,6.1,87,13.9,1.5,6.7,2.818,5.8,2.916,4.4,2.8,1.9,6,9.4,8.112,2.96,2.8,train
2022/8/1 11:00,45.6,19.3,88,43.3,5.4,89.8,13.9,1.8,5.7,2.502,4.8,3.072,3.9,2.7,2.6,5.7,7.8,8.816,2.574,2.9,train
2022/8/1 12:00,44,19.5,83.5,39,5,104,12.2,1.4,5.9,2.13,5.3,3.152,4,2.7,2.2,5.8,7.8,6.712,2.47,3,train
2022/8/1 13:00,35.9,15.6,81.5,32.6,3.4,89.2,10.8,1.1,3.9,1.324,3.7,2.384,3.3,1.7,1.5,3.8,5.6,5.808,1.93,2.9,train
2022/8/1 14:00,27.6,12.5,74.5,25.7,2.7,64,7.5,1,2.8,0.734,2.9,1.896,3.6,1.5,1.1,3.5,4.3,4.8,1.312,2.3,train
2022/8/1 15:00,35.4,10.9,65.5,29.4,3.2,72.8,6.1,0.9,3.2,0.762,2.4,2.168,3.5,1.4,0.9,2.6,3.6,4.784,1.414,1.9,train
2022/8/1 16:00,41,17.5,68.5,29.6,3.2,67.8,7.6,0.8,3.8,1.285,4.1,1.54,3.5,1.8,0.9,3.4,4.6,4.896,1.345,2.1,train
2022/8/1 17:00,42,16.5,90.8,41.8,3.7,63.7,10.2,1.4,5.3,1.938,4.5,2.1,3.3,1.9,1.1,4.1,5.9,6.344,2.084,2.8,train
2022/8/1 18:00,48.9,21.7,126.2,52.2,6.3,80.7,15.4,2.1,7.2,2.54,6.8,2.9,4.3,2.9,2.3,6,9.8,7.704,35.704,2.6,train
2022/8/1 19:00,53,25,133.2,60.3,5.9,97.3,16.4,2,7.7,3.348,7.4,4.124,4.5,3.3,3,7.9,11.8,9.2,,2.5,train
2022/8/1 20:00,64.7,31.6,105.6,66.1,8.2,115,23.7,3,10.6,5.288,8.4,6.168,4.9,5.2,2.8,9.4,14,11.168,,3.5,train
2022/8/1 21:00,94.7,43.7,112,79.6,12.2,161,38,4.1,16.7,7.038,13.2,8.76,8.5,7.2,4.8,13.4,21.4,15.64,,5.4,train
2022/8/1 22:00,68.8,45.2,114,80.7,10.9,167.3,37.1,6.4,16,7.034,14.5,9.2,8.7,8.9,5.2,15,23.2,18.584,,7.4,train
2022/8/1 23:00,60.3,33.5,103,93.5,7.5,112.4,26.6,4.3,10.3,5.594,10.2,6.152,8.2,6.3,5.2,11.8,15.8,12.08,,4.3,train
2022/8/2 0:00,39.7,18.1,84.4,59.4,4.7,59,13.4,1.2,5,3.27,5.1,3.24,5.2,3.8,2.7,6.1,8.9,7.64,,3,train
2022/8/2 1:00,26.5,9.2,73.6,20.4,2.5,28.3,6.6,0.6,2.4,1.422,2.1,1.38,3.6,1,0.8,2.9,3.5,4.44,1.016,1.4,train
2022/8/2 2:00,20.7,5,69.7,14.8,1.2,18.5,3.9,0.5,1.5,0.268,1.1,0.744,3.1,0.6,0.6,1.9,1.6,2.96,0.549,1.2,train
2022/8/2 3:00,17.6,3.7,67.3,12.6,0.9,15,2,0.2,0.9,0.075,1.4,0.41,2.4,0.2,0.4,1.9,1.3,2.528,0.415,0.4,train
2022/8/2 4:00,15.1,3,67,11.3,0.9,13.5,2.4,0.3,1,0.13,1.7,0.535,2.4,0.2,0.2,1.3,1.2,28.776,0.431,0.7,train
2022/8/2 5:00,16.6,4.5,54.2,14.6,1.2,18.3,2.5,0.4,1.1,0.406,1.8,0.912,2.5,0.4,0.2,2,2.1,,0.702,1.1,train
2022/8/2 6:00,31.5,12.2,61.2,32.4,3.5,51.7,9.8,1.5,5.1,10.534,3.6,28.34,3.3,1.6,1.3,3.3,5.6,,20.349,1.9,train
2022/8/2 7:00,52.3,23.9,87.8,54.5,7.4,96,17.9,2.7,10,,6.1,,5.7,3.3,3.3,6.8,11.7,,,3.3,train
2022/8/2 8:00,54.9,24.4,96.2,59.6,8.2,106.7,20.2,2.8,9,,6.1,,5.2,4.1,3.1,7.2,11.3,,,4.6,train
2022/8/2 9:00,51.6,20.9,91.8,57,6,97.3,15.8,2.1,7.5,3.248,6.1,,4.4,3.1,1.8,5.3,10.2,7.992,,3.8,train
2022/8/2 10:00,45.1,20,84.5,45,4.9,82.7,13.7,1.7,6.5,3.292,5.2,,5.1,2.5,1.5,6.1,8.4,21.848,,2.5,train
2022/8/2 11:00,42.6,20.6,85.7,45.6,5,79,13.5,1.5,6.1,2.972,4.9,,5,3,1.7,6.3,8.2,,,3.4,train
2022/8/2 12:00,43,18.4,85.8,38.3,4.7,75.8,13.2,1.3,5.2,10.793,4.4,,4.8,2.7,2.1,5.1,8.4,,,3.6,train
2022/8/2 13:00,35.3,14.7,79.5,31.5,3.7,62.8,9.9,1.4,4.2,,3.6,,4.6,1.8,1.4,4.6,6.4,6.16,2.056,2.6,train
2022/8/2 14:00,30,11.3,65,34.5,3.1,52,6.8,0.9,3.7,,3.4,,4.1,1.3,0.8,4.1,4.5,28.176,1.464,2.7,train
2022/8/2 15:00,28.5,12.5,65.7,62.5,2.8,57,5.9,0.6,3.7,,2.3,2.416,5.8,1.2,1.4,3.2,4.1,,1.714,2.2,train
2022/8/2 16:00,31.7,17.8,71,30.5,2.9,57.2,7.3,0.9,3.2,,3,9.116,7.1,1,0.9,3.4,4.9,,1.324,2.2,train
2022/8/2 17:00,40.8,16.1,78,45,3.8,71.8,10.8,1.5,5.9,,4.7,,4.2,1.5,1.5,4.8,6.8,,2.724,2.6,train
2022/8/2 18:00,69.6,22.1,86.8,55.3,5.6,82.7,15.8,1.6,7.7,,6.4,,5.4,2.2,2.1,6.6,8.8,,2.794,3.1,train
2022/8/2 19:00,54.9,26.1,93.8,61.8,6.6,97.3,19.8,2.5,8.4,3.296,8.1,4.608,5.6,3.9,3.9,9.2,11.2,10.456,3.648,3.4,train
2022/8/2 20:00,70.1,33.3,102.4,72.6,9.7,131,29.1,3.5,12.5,5.778,10.1,6.236,4.9,6,5.1,10.5,15.1,15.368,6.794,4.1,train
2022/8/2 21:00,64.5,40.1,111.3,78.4,11,161.7,32.8,4.9,16,6.776,12.1,9.248,6.8,7.8,5.5,13,21.1,16.592,7.766,5.8,train
2022/8/2 22:00,66.7,39.5,112.3,68.8,10,144,33,5.5,15.4,6.802,12.7,7.052,9.1,8.4,5,14,20.2,16,7.934,5.4,train
2022/8/2 23:00,55.2,30.7,99.2,75.1,6.6,102.7,24.3,3.1,8.8,5.048,10.7,6.288,6.6,6.2,4,9.8,14.5,11.824,5.026,4.3,train
2022/8/3 0:00,33.4,16.7,85.5,45.6,4,56.3,12.7,2.1,4.6,2.588,4.9,4.268,5.4,3.7,1.8,5.3,8.9,7.184,2.888,1.8,train
2022/8/3 1:00,19.4,8.9,72,23.3,2.6,30.3,5.2,0.4,2.4,1.11,2.4,3.076,3.1,0.7,0.8,3,3.7,4.584,1.548,1.3,train
2022/8/3 2:00,15.2,4.9,68.7,19.2,1.5,14.4,3.5,0.2,1.3,0.672,1.6,1.664,2.4,0.3,0.8,1.7,2.3,2.936,0.603,0.7,train
2022/8/3 3:00,13.2,4.3,66,15.6,0.9,15.6,2.4,0.2,0.9,0.25,0.9,1.528,2.5,0.4,0.2,1.6,1.2,2.232,0.176,0.5,train
2022/8/3 4:00,12.5,3.4,59.8,13.9,0.9,14,2,0.2,1,0.208,0.6,1.16,2.2,0.2,0.5,1.6,1.2,2.064,0.499,0.7,train
2022/8/3 5:00,16,3.8,41.2,14,1.5,17,2.2,0.4,1.5,0.27,0.7,1.412,2.5,0.3,0.3,1.9,2.4,2.208,0.435,1,train
2022/8/3 6:00,29.3,12,57.8,26.3,3.1,45.2,7.6,1.3,5.1,1.398,2.3,3.068,3.3,1.4,1.2,2.9,4.7,4.024,1.604,1.5,train
2022/8/3 7:00,42.6,21.6,81.5,41.3,6.3,82.5,16,2.6,8.3,3.286,5.9,4.28,4.9,3.1,2.4,6,11.4,8.216,3.942,2.7,train
2022/8/3 8:00,51.9,22.7,93,52.7,7.7,96.3,17.8,2.4,9.4,3.91,7.1,4.9,5.2,3.1,3,6.4,11.9,8.928,3.972,3.5,train
2022/8/3 9:00,41.5,21.1,92,56,6.7,91.4,16.9,2.2,6.7,3.464,5.2,4.316,4.3,3.1,1.9,5.7,11.1,8.296,3.372,3,train
2022/8/3 10:00,54.1,18.4,89,47.6,5.3,78,12.8,1.6,5.7,3.756,5.2,3.848,3.5,2.4,1.4,6.1,8.8,7.2,2.822,3.2,train
2022/8/3 11:00,47.4,19.9,82.7,45.1,4.9,75.6,12.2,1.9,5.5,3.48,5.3,3.816,3.7,2.5,1.4,5.5,8.4,8.208,2.364,2.9,train
2022/8/3 12:00,46.2,17.1,81,39.7,4.2,74.4,12.6,1.6,5.7,2.534,5.3,3.592,3.4,2.4,1.8,5.5,7.5,6.696,2.636,3,train
2022/8/3 13:00,36.4,14.4,73.6,31.8,3.6,59.8,9.4,1.6,3.9,1.401,3.3,3.08,2.7,1.9,1.4,4.1,5.8,5.464,2.402,2.5,train
2022/8/3 14:00,30,10.8,64,22.1,3.2,53.5,6.4,0.9,3.3,1.076,2.6,2.512,2.8,1.3,0.9,3.3,4.1,4.76,1.962,2.5,train
2022/8/3 15:00,30.5,10.7,66,24.7,2.3,55.5,7.1,0.9,4,0.89,1.7,2.464,2.8,1.6,1.3,2.9,4.6,5.192,1.344,2.6,train
2022/8/3 16:00,34.6,14.8,66.2,28.4,3.5,56.8,7.4,1.2,3.9,1.31,2.8,1.856,2.8,1.9,1.3,3.4,4.8,5.04,1.888,2.4,train
2022/8/3 17:00,42.3,17.5,76.5,42,3.9,71.4,11.4,1.4,5.4,2.282,4.2,2.344,3.3,2.7,1.5,4.9,6.6,5.864,2.412,2.5,train
2022/8/3 18:00,49.9,20.7,86.7,54.6,5.7,88,15.7,2.4,7.8,2.704,6.4,3.336,4.1,3.4,1.9,6.9,8.6,7.72,3.37,2.6,train
2022/8/3 19:00,64.7,26.4,95.6,65.8,7.2,103.3,19.9,2.5,8.5,3.85,7.6,4.704,5.4,3.6,2.8,9,12.2,9.736,4.518,3,train
2022/8/3 20:00,72.5,34.6,102,70.5,8.5,128.5,25.6,3.6,11.5,5.126,9,5.9,5.2,4.9,4.3,11.4,15.2,15.752,6.276,4.1,train
2022/8/3 21:00,97.6,39.6,111,79,9.9,151.5,34.4,4.9,14.7,6.858,12.9,8.084,7.4,6.9,4.4,13.1,19.6,15.192,6.898,5.7,train
2022/8/3 22:00,77.2,41.5,111.7,76.4,10.9,150.3,33,5.1,14.1,7.24,13.2,8.576,8.1,7.5,4,11.7,20.1,16.264,7.084,6.1,train
2022/8/3 23:00,58.4,30.2,103.7,84.1,6.3,104.2,23.4,3.7,9.3,4.068,10.8,6.148,7.3,7.2,3.5,9.8,14,11.36,4.514,4.5,train
2022/8/4 0:00,17.3,17.4,84,44.9,3.7,54.5,12.8,1.9,4.7,2.378,5.3,2.46,5,3.7,1.9,5.2,7.7,5.824,2.958,3.3,train
2022/8/4 1:00,13.7,8.6,73,20.5,2.8,28.3,5,0.6,2.6,1.467,2.5,1.644,3.3,1.4,1.3,3.5,3,3.6,0.9,1.3,train
2022/8/4 2:00,14,5.7,70.8,15.6,2,18.7,3,0.1,1.5,0.268,1.2,0.415,2.3,0.8,0.6,2.1,1.3,2.816,0.884,0.9,train
2022/8/4 3:00,13.3,3.8,67.5,11.5,1,14.7,2.2,0.4,0.6,0.192,0.8,0.293,2.4,0.2,0.2,1.4,1.5,2.512,0.302,0.7,train
2022/8/4 4:00,12.4,3.9,47.3,11.8,1,15,1.9,0.3,0.5,0.091,0.9,0.299,2.6,0.6,0.2,1.3,1.3,2.448,0.264,1,train
2022/8/4 5:00,35.2,4,40.7,13.7,1.1,19,2.1,1,1.3,0.191,0.9,1.084,2.3,0.8,0.2,2,2.3,2.464,0.485,1.1,train
2022/8/4 6:00,19.5,10.2,58.5,28.6,3.1,45,8.3,1.7,4.5,1.844,3.5,43.832,3.3,1.9,1.3,3.2,5.5,21.368,18.848,1.5,train
2022/8/4 7:00,50.3,20.4,82,48.2,6.5,83.3,16.3,3.2,8.3,3.608,6.2,,4.9,3.6,2.8,6.1,9.9,,,2.7,train
2022/8/4 8:00,53.5,19.5,91.8,51.4,7.1,92,16.2,3.1,7.4,15.912,6.1,,4.8,3.3,2.7,6.4,10.8,,,3.7,train
2022/8/4 9:00,53.6,20.5,90.4,48.6,4.9,85.3,13.7,2.5,6.4,,5.2,,3.3,2.6,2,5.7,8.6,7.192,,3.7,train
2022/8/4 10:00,49.6,18,82.3,40.6,5.1,72.7,11.2,1.7,5.3,,4.6,,3.3,2.4,1.2,5.3,7.4,72.488,,2.8,train
2022/8/4 11:00,26.3,18.4,80.5,40.5,4.4,71.5,12.4,1.5,5.4,,5.5,,2.9,2.2,1.4,5,7.2,,,3.2,train
2022/8/4 12:00,49.1,17.5,78.2,37.5,4.6,68.2,21.7,1.3,5.2,,4.4,,2.7,2.3,1.5,5.9,7.5,,,3.4,train
2022/8/4 13:00,47.4,14.4,73.8,30.6,3.9,58.3,,1.1,3.5,,4.1,,2.5,1.2,1.1,4.8,5.2,,1.652,2.9,train
2022/8/4 14:00,19.2,9.7,62,22,2.6,41.7,7,0.9,2.6,,2.9,,1.9,1.5,1,3.5,3.6,,45.272,3,train
2022/8/4 15:00,19.8,10.7,64.5,24.9,2.4,34.8,7,0.8,2.8,0.782,2.4,,2.2,0.9,1.2,3.5,4.5,,,2.2,train
2022/8/4 16:00,45.1,12.1,67.5,28.9,3.1,49.5,8,0.9,4,1.32,2.5,,2.9,1.2,1,3.4,4.8,,,2.2,train
2022/8/4 17:00,35.4,15.2,77.5,42,4.4,65.5,10.2,1,5.1,1.988,4.2,,3,1.8,1.7,5.5,6.8,,,2.7,train
2022/8/4 18:00,58.5,19.9,85.7,52.4,5.3,76.2,12.8,2.3,6.6,2.874,5.9,,3.8,2.7,1.6,6.1,8.6,,,2.6,train
2022/8/4 19:00,38.2,23.2,92.6,58.3,6.1,93.3,16.9,2.3,7,2.768,7.2,,3.5,3.5,2.4,8,10.3,,,2.7,train
2022/8/4 20:00,78.4,31.2,100.4,65.8,8.9,117,25.8,2.1,11.1,18.426,10.6,,5.1,5,3.8,10.2,16.6,,,3.8,train
2022/8/4 21:00,86,40.2,112.6,76,10.4,146.3,35.6,5.3,13.4,,14.4,8.524,6.9,7.3,4.1,12,19.6,16.472,,5.3,train
2022/8/4 22:00,73.8,39.5,115.4,80.6,11.4,148.4,57.8,5.4,15,,13.1,7.52,8.6,8,4.7,13.1,20.7,15.408,,5.8,train
2022/8/4 23:00,62.4,33.6,102,90.4,6.5,109.8,,3.5,10.6,5.81,8.6,5.508,7.4,6.5,3.9,9.8,15.5,10.976,,3.8,train
2022/8/5 0:00,32.7,17.6,85.6,46.1,4.1,58.8,11.9,5.6,5.2,4.832,131.2,112.547,5.2,3,19.7,5.3,8.1,8.432,,2.7,train
2022/8/5 1:00,33.1,9,74,23.9,2.6,31,5.8,,2.5,,,,3.3,1.4,,4.1,4.3,4.36,,1.2,train
2022/8/5 2:00,13.8,5.7,71.7,17,1.4,19.7,3.6,,1.6,,,,2.9,0.3,,2,2.9,3.088,,0.6,train
2022/8/5 3:00,17.4,3.8,68,13.1,1,13,2.2,,1.1,,,,2.4,0.2,,1.3,1,2.376,,0.7,train
2022/8/5 4:00,16.7,3.3,48.5,12,0.8,13,1.7,,0.9,,,,2.4,0.2,,1.3,1.1,1.976,,0.5,train
2022/8/5 5:00,16.9,3.7,41.8,13,1,15,2.1,,1.3,0.227,,,2.4,0.4,,1.8,1.7,2.472,,1,train
2022/8/5 6:00,43.3,9.7,57.4,25.6,2.5,39,6.6,,4.2,1.016,,,2.8,0.9,,2.7,4.9,3.76,,2.2,train
2022/8/5 7:00,27.7,19.9,81.3,47.3,6.2,80.3,15.5,2.5,7.7,3.106,,,4.5,3.1,,6.2,10.9,8.352,3.698,3.4,train
2022/8/5 8:00,56,22.2,93.3,53.2,7.8,94.2,17.4,3.3,7.5,3.21,,,5.5,4.5,,6.6,11.1,8.696,4.342,3.5,train
2022/8/5 9:00,42.3,21.5,92,48.9,7.6,87.8,15.6,2.4,7.4,2.92,,,3.8,3,,6.2,9.2,7.6,2.75,2.8,train
2022/8/5 10:00,52.5,18.7,87.4,44.6,7,80.4,13.2,1.9,5.8,2.416,,,3.6,3.1,,6.1,7.7,7.144,2.176,2.4,train
2022/8/5 11:00,43.5,19.7,84,43.3,6.3,75.3,12.6,2.3,5.3,2.244,,,3.1,2.9,,5.3,7.4,7.624,2.702,2.8,train
2022/8/5 12:00,48,17,83,40,5.2,74.5,12.3,1.9,5.5,1.6,,,3.2,2.6,,5.5,7.6,6.632,2.524,3.3,train
2022/8/5 13:00,46.9,15.6,75,32.3,5.3,63,9.7,1.5,4.4,1.48,,,3.1,2.2,1.4,4.1,6.7,4.848,2.234,2.1,train
2022/8/5 14:00,21.2,11.2,66,22.3,3.2,47,6.4,1.3,3.5,0.877,,,2.5,1.4,1.2,3.1,3.7,4.312,1.238,2.5,train
2022/8/5 15:00,44.8,11.5,63,26.7,14.4,51,6.2,1.1,3.2,0.785,,,2.4,1.9,1.1,3.8,3.5,3.912,1.176,2.6,train
2022/8/5 16:00,20.8,12,82.8,28.7,3.1,56,7.1,1.1,3.7,1.486,,,2.6,1.5,1.2,3.6,4.5,4.808,1.562,2.6,train
2022/8/5 17:00,38.3,16.9,79.2,42.7,4.1,67.2,11.3,1.6,4.8,2.212,,,3.7,2.2,1.3,5.1,6.3,6.632,2.67,2.9,train
2022/8/5 18:00,68.4,21,87.3,52.3,5.6,79.6,13.7,2.2,6.8,30.136,,,4.1,2.3,2.1,7.1,7.9,29.104,2.96,2.5,train
2022/8/5 19:00,42.3,24.2,97,59.7,6.9,93.7,17.1,2.5,8.7,,,,3.7,3.4,2.7,7.3,9,,3.2,3.4,train
2022/8/5 20:00,67,28.3,100.7,62.9,6.5,108.7,22.4,3.5,10.2,,,,5.7,4.5,3.8,10.2,12.6,,5.122,3,train
2022/8/5 21:00,71,37.4,111.3,74.1,9.8,136.3,28.6,5.1,12.7,,,,6.5,7.1,4.6,11.2,17.3,13.728,6.588,4.5,train
2022/8/5 22:00,68.2,39.7,112.7,77.4,8.9,145.7,33.2,4.3,14.4,,,,7.3,5.9,4.2,12.1,19.9,14,7.058,5.2,train
2022/8/5 23:00,82,32,101,88.2,5.8,109.6,23.2,4.1,11.2,,,,6.8,7.4,2.9,9.9,16.3,13.176,5.372,4.2,train
2022/8/6 0:00,40.8,18.6,89.3,45.2,4.9,64.4,14,2.4,5.6,,,,5.2,4.4,2,6.1,9.5,8.432,3.39,3,train
2022/8/6 1:00,22.1,10.3,76.5,25,2.5,34,6.7,0.9,2.4,1.456,3.3,,3.5,1.6,1.3,4.6,4.3,5.608,1.394,1.1,train
2022/8/6 2:00,12.2,6.6,70.8,16.6,1.7,21.3,4.1,0.5,1.3,0.742,1.3,,2.7,0.7,0.7,2.2,2.8,3.72,0.746,0.6,train
2022/8/6 3:00,9.8,4.9,68.2,14.1,1.3,15,2.8,0.2,1.1,0.311,1.1,,2.4,0.4,0.4,1.7,1.9,2.616,0.348,0.7,train
